frame,seconds,rate,phase,expected
193,6.4333333333333336,2,6.8666666666666671,6.8666666666666671
194,6.4666666666666668,2,6.9333333333333336,6.9333333333333336
195,6.5,2,7,7
196,6.5333333333333332,2,7.0666666666666664,7.0666666666666664
197,6.5666666666666664,2,7.1333333333333329,7.1333333333333329
198,6.5999999999999996,2,7.1999999999999993,7.1999999999999993
199,6.6333333333333337,2,7.2666666666666675,7.2666666666666675
200,6.666666666666667,2,7.3333333333333339,7.3333333333333339
201,6.7000000000000002,2,7.4000000000000004,7.4000000000000004
202,6.7333333333333334,2,7.4666666666666668,7.4666666666666668
203,6.7666666666666666,2,7.5333333333333332,7.5333333333333332
204,6.7999999999999998,2,7.5999999999999996,7.5999999999999996
205,6.833333333333333,2,7.6666666666666661,7.6666666666666661
206,6.8666666666666663,2,7.7333333333333325,7.7333333333333325
207,6.9000000000000004,2,7.8000000000000007,7.8000000000000007
208,6.9333333333333336,2,7.8666666666666671,7.8666666666666671
209,6.9666666666666668,2,7.9333333333333336,7.9333333333333336
210,7,2,8,8
211,7.0333333333333332,2,8.0666666666666664,8.0666666666666664
212,7.0666666666666664,2,8.1333333333333329,8.1333333333333329
213,7.0999999999999996,2,8.1999999999999993,8.1999999999999993
214,7.1333333333333337,2,8.2666666666666675,8.2666666666666675
215,7.166666666666667,2,8.3333333333333339,8.3333333333333339
216,7.2000000000000002,2,8.4000000000000004,8.4000000000000004
217,7.2333333333333334,2,8.4666666666666668,8.4666666666666668
218,7.2666666666666666,2,8.5333333333333332,8.5333333333333332
219,7.2999999999999998,2,8.5999999999999996,8.5999999999999996
220,7.333333333333333,2,8.6666666666666661,8.6666666666666661
221,7.3666666666666663,2,8.7333333333333325,8.7333333333333325
222,7.4000000000000004,2,8.8000000000000007,8.8000000000000007
223,7.4333333333333336,2,8.8666666666666671,8.8666666666666671
224,7.4666666666666668,2,8.9333333333333336,8.9333333333333336
225,7.5,2,9,9
226,7.5333333333333332,2,9.0666666666666664,9.0666666666666664
227,7.5666666666666664,2,9.1333333333333329,9.1333333333333329
228,7.5999999999999996,2,9.1999999999999993,9.1999999999999993
229,7.6333333333333337,2,9.2666666666666675,9.2666666666666675
230,7.666666666666667,2,9.3333333333333339,9.3333333333333339
231,7.7000000000000002,2,9.4000000000000004,9.4000000000000004
232,7.7333333333333334,2,9.4666666666666668,9.4666666666666668
233,7.7666666666666666,2,9.5333333333333332,9.5333333333333332
234,7.7999999999999998,2,9.5999999999999996,9.5999999999999996
235,7.833333333333333,2,9.6666666666666661,9.6666666666666661
236,7.8666666666666663,2,9.7333333333333325,9.7333333333333325
237,7.9000000000000004,2,9.8000000000000007,9.8000000000000007
238,7.9333333333333336,2,9.8666666666666671,9.8666666666666671
239,7.9666666666666668,2,9.9333333333333336,9.9333333333333336
240,8,2,10,10
241,8.0333333333333332,2,10.066666666666666,10.066666666666666
242,8.0666666666666664,2,10.133333333333333,10.133333333333333
243,8.0999999999999996,2,10.199999999999999,10.199999999999999
244,8.1333333333333329,2,10.266666666666666,10.266666666666666
245,8.1666666666666661,2,10.333333333333332,10.333333333333332
246,8.1999999999999993,2,10.399999999999999,10.399999999999999
247,8.2333333333333325,2,10.466666666666665,10.466666666666665
248,8.2666666666666675,2,10.533333333333335,10.533333333333335
249,8.3000000000000007,2,10.600000000000001,10.600000000000001
250,8.3333333333333339,2,10.666666666666668,10.666666666666668
251,8.3666666666666671,2,10.733333333333334,10.733333333333334
252,8.4000000000000004,2,10.800000000000001,10.800000000000001
253,8.4333333333333336,2,10.866666666666667,10.866666666666667
254,8.4666666666666668,2,10.933333333333334,10.933333333333334
255,8.5,2,11,11
256,8.5333333333333332,2,11.066666666666666,11.066666666666666
257,8.5666666666666664,2,11.133333333333333,11.133333333333333
258,8.5999999999999996,2,11.199999999999999,11.199999999999999
259,8.6333333333333329,2,11.266666666666666,11.266666666666666
260,8.6666666666666661,2,11.333333333333332,11.333333333333332
261,8.6999999999999993,2,11.399999999999999,11.399999999999999
262,8.7333333333333325,2,11.466666666666665,11.466666666666665
263,8.7666666666666675,2,11.533333333333335,11.533333333333335
264,8.8000000000000007,2,11.600000000000001,11.600000000000001
265,8.8333333333333339,2,11.666666666666668,11.666666666666668
266,8.8666666666666671,2,11.733333333333334,11.733333333333334
267,8.9000000000000004,2,11.800000000000001,11.800000000000001
268,8.9333333333333336,2,11.866666666666667,11.866666666666667
269,8.9666666666666668,2,11.933333333333334,11.933333333333334
270,9,2,12,12
271,9.0333333333333332,2,12.066666666666666,12.066666666666666
272,9.0666666666666664,2,12.133333333333333,12.133333333333333
273,9.0999999999999996,2,12.199999999999999,12.199999999999999
274,9.1333333333333329,2,12.266666666666666,12.266666666666666
275,9.1666666666666661,2,12.333333333333332,12.333333333333332
276,9.1999999999999993,2,12.399999999999999,12.399999999999999
277,9.2333333333333325,2,12.466666666666665,12.466666666666665
278,9.2666666666666675,2,12.533333333333335,12.533333333333335
279,9.3000000000000007,2,12.600000000000001,12.600000000000001
280,9.3333333333333339,2,12.666666666666668,12.666666666666668
281,9.3666666666666671,2,12.733333333333334,12.733333333333334
282,9.4000000000000004,2,12.800000000000001,12.800000000000001
283,9.4333333333333336,2,12.866666666666667,12.866666666666667
284,9.4666666666666668,2,12.933333333333334,12.933333333333334
285,9.5,2,13,13
286,9.5333333333333332,2,13.066666666666666,13.066666666666666
287,9.5666666666666664,2,13.133333333333333,13.133333333333333
288,9.5999999999999996,2,13.199999999999999,13.199999999999999
289,9.6333333333333329,2,13.266666666666666,13.266666666666666
290,9.6666666666666661,2,13.333333333333332,13.333333333333332
291,9.6999999999999993,2,13.399999999999999,13.399999999999999
292,9.7333333333333325,2,13.466666666666665,13.466666666666665
293,9.7666666666666675,2,13.533333333333335,13.533333333333335
294,9.8000000000000007,2,13.600000000000001,13.600000000000001
295,9.8333333333333339,2,13.666666666666668,13.666666666666668
296,9.8666666666666671,2,13.733333333333334,13.733333333333334
297,9.9000000000000004,2,13.800000000000001,13.800000000000001
298,9.9333333333333336,2,13.866666666666667,13.866666666666667
299,9.9666666666666668,2,13.933333333333334,13.933333333333334
300,10,2,14,14
301,10.033333333333333,2,14.066666666666666,14.066666666666666
302,10.066666666666666,2,14.133333333333333,14.133333333333333
303,10.1,2,14.199999999999999,14.199999999999999
304,10.133333333333333,2,14.266666666666666,14.266666666666666
305,10.166666666666666,2,14.333333333333332,14.333333333333332
306,10.199999999999999,2,14.399999999999999,14.399999999999999
307,10.233333333333333,2,14.466666666666665,14.466666666666665
308,10.266666666666667,2,14.533333333333335,14.533333333333335
309,10.300000000000001,2,14.600000000000001,14.600000000000001
310,10.333333333333334,2,14.666666666666668,14.666666666666668
311,10.366666666666667,2,14.733333333333334,14.733333333333334
312,10.4,2,14.800000000000001,14.800000000000001
313,10.433333333333334,2,14.866666666666667,14.866666666666667
314,10.466666666666667,2,14.933333333333334,14.933333333333334
315,10.5,2,15,15
316,10.533333333333333,2,15.066666666666666,15.066666666666666
317,10.566666666666666,2,15.133333333333333,15.133333333333333
318,10.6,2,15.199999999999999,15.199999999999999
319,10.633333333333333,2,15.266666666666666,15.266666666666666
320,10.666666666666666,2,15.333333333333332,15.333333333333332
321,10.699999999999999,2,15.399999999999999,15.399999999999999
322,10.733333333333333,2,15.466666666666665,15.466666666666665
323,10.766666666666667,2,15.533333333333335,15.533333333333335
324,10.800000000000001,2,15.600000000000001,15.600000000000001
325,10.833333333333334,2,15.666666666666668,15.666666666666668
326,10.866666666666667,2,15.733333333333334,15.733333333333334
327,10.9,2,15.800000000000001,15.800000000000001
328,10.933333333333334,2,15.866666666666667,15.866666666666667
329,10.966666666666667,2,15.933333333333334,15.933333333333334
330,11,2,0,0
331,11.033333333333333,2,0.06666666666666643,0.06666666666666643
332,11.066666666666666,2,0.13333333333333286,0.13333333333333286
333,11.1,2,0.19999999999999929,0.19999999999999929
334,11.133333333333333,2,0.26666666666666572,0.26666666666666572
335,11.166666666666666,2,0.33333333333333215,0.33333333333333215
336,11.199999999999999,2,0.39999999999999858,0.39999999999999858
337,11.233333333333333,2,0.46666666666666501,0.46666666666666501
338,11.266666666666667,2,0.53333333333333499,0.53333333333333499
339,11.300000000000001,2,0.60000000000000142,0.60000000000000142
340,11.333333333333334,2,0.66666666666666785,0.66666666666666785
341,11.366666666666667,2,0.73333333333333428,0.73333333333333428
342,11.4,2,0.80000000000000071,0.80000000000000071
343,11.433333333333334,2,0.86666666666666714,0.86666666666666714
344,11.466666666666667,2,0.93333333333333357,0.93333333333333357
345,11.5,2,1,1
346,11.533333333333333,2,1.0666666666666664,1.0666666666666664
347,11.566666666666666,2,1.1333333333333329,1.1333333333333329
348,11.6,2,1.1999999999999993,1.1999999999999993
349,11.633333333333333,2,1.2666666666666657,1.2666666666666657
350,11.666666666666666,2,1.3333333333333321,1.3333333333333321
351,11.699999999999999,2,1.3999999999999986,1.3999999999999986
352,11.733333333333333,2,1.466666666666665,1.466666666666665
353,11.766666666666667,2,1.533333333333335,1.533333333333335
354,11.800000000000001,2,1.6000000000000014,1.6000000000000014
355,11.833333333333334,2,1.6666666666666679,1.6666666666666679
356,11.866666666666667,2,1.7333333333333343,1.7333333333333343
357,11.9,2,1.8000000000000007,1.8000000000000007
358,11.933333333333334,2,1.8666666666666671,1.8666666666666671
359,11.966666666666667,2,1.9333333333333336,1.9333333333333336
360,12,2,2,2
361,12.033333333333333,2,2.0666666666666664,2.0666666666666664
362,12.066666666666666,2,2.1333333333333329,2.1333333333333329
363,12.1,2,2.1999999999999993,2.1999999999999993
364,12.133333333333333,2,2.2666666666666657,2.2666666666666657
365,12.166666666666666,2,2.3333333333333321,2.3333333333333321
366,12.199999999999999,2,2.3999999999999986,2.3999999999999986
367,12.233333333333333,2,2.466666666666665,2.466666666666665
368,12.266666666666667,2,2.533333333333335,2.533333333333335
369,12.300000000000001,2,2.6000000000000014,2.6000000000000014
370,12.333333333333334,2,2.6666666666666679,2.6666666666666679
371,12.366666666666667,2,2.7333333333333343,2.7333333333333343
372,12.4,2,2.8000000000000007,2.8000000000000007
373,12.433333333333334,2,2.8666666666666671,2.8666666666666671
374,12.466666666666667,2,2.9333333333333336,2.9333333333333336
375,12.5,2,3,3
376,12.533333333333333,2,3.0666666666666664,3.0666666666666664
377,12.566666666666666,2,3.1333333333333329,3.1333333333333329
378,12.6,2,3.1999999999999993,3.1999999999999993
379,12.633333333333333,2,3.2666666666666657,3.2666666666666657
380,12.666666666666666,2,3.3333333333333321,3.3333333333333321
381,12.699999999999999,2,3.3999999999999986,3.3999999999999986
382,12.733333333333333,2,3.466666666666665,3.466666666666665
383,12.766666666666667,2,3.533333333333335,3.533333333333335
384,12.800000000000001,2,3.6000000000000014,3.6000000000000014
385,12.833333333333334,2,3.6666666666666679,3.6666666666666679
386,12.866666666666667,2,3.7333333333333343,3.7333333333333343
387,12.9,2,3.8000000000000007,3.8000000000000007
388,12.933333333333334,2,3.8666666666666671,3.8666666666666671
389,12.966666666666667,2,3.9333333333333336,3.9333333333333336
390,13,2,4,4
391,13.033333333333333,2,4.0666666666666664,4.0666666666666664
392,13.066666666666666,2,4.1333333333333329,4.1333333333333329
393,13.1,2,4.1999999999999993,4.1999999999999993
394,13.133333333333333,2,4.2666666666666657,4.2666666666666657
395,13.166666666666666,2,4.3333333333333321,4.3333333333333321
396,13.199999999999999,2,4.3999999999999986,4.3999999999999986
397,13.233333333333333,2,4.466666666666665,4.466666666666665
398,13.266666666666667,2,4.533333333333335,4.533333333333335
399,13.300000000000001,2,4.6000000000000014,4.6000000000000014
400,13.333333333333334,2,4.6666666666666679,4.6666666666666679
401,13.366666666666667,2,4.7333333333333343,4.7333333333333343
402,13.4,2,4.8000000000000007,4.8000000000000007
403,13.433333333333334,2,4.8666666666666671,4.8666666666666671
404,13.466666666666667,2,4.9333333333333336,4.9333333333333336
405,13.5,2,5,5
406,13.533333333333333,2,5.0666666666666664,5.0666666666666664
407,13.566666666666666,2,5.1333333333333329,5.1333333333333329
408,13.6,2,5.1999999999999993,5.1999999999999993
409,13.633333333333333,2,5.2666666666666657,5.2666666666666657
410,13.666666666666666,2,5.3333333333333321,5.3333333333333321
411,13.699999999999999,2,5.3999999999999986,5.3999999999999986
412,13.733333333333333,2,5.466666666666665,5.466666666666665
413,13.766666666666667,2,5.533333333333335,5.533333333333335
414,13.800000000000001,2,5.6000000000000014,5.6000000000000014
415,13.833333333333334,2,5.6666666666666679,5.6666666666666679
416,13.866666666666667,2,5.7333333333333343,5.7333333333333343
417,13.9,2,5.8000000000000007,5.8000000000000007
418,13.933333333333334,2,5.8666666666666671,5.8666666666666671
419,13.966666666666667,2,5.9333333333333336,5.9333333333333336
420,14,0.5,6,6
421,14.033333333333333,0.5,6.0166666666666666,6.0166666666666657
422,14.066666666666666,0.5,6.0333333333333332,6.0333333333333314
423,14.1,0.5,6.0499999999999998,6.0500000000000007
424,14.133333333333333,0.5,6.0666666666666664,6.0666666666666664
425,14.166666666666666,0.5,6.083333333333333,6.0833333333333321
426,14.199999999999999,0.5,6.0999999999999996,6.1000000000000014
427,14.233333333333333,0.5,6.1166666666666663,6.1166666666666671
428,14.266666666666667,0.5,6.1333333333333337,6.1333333333333329
429,14.300000000000001,0.5,6.1500000000000004,6.1499999999999986
430,14.333333333333334,0.5,6.166666666666667,6.1666666666666679
431,14.366666666666667,0.5,6.1833333333333336,6.1833333333333336
432,14.4,0.5,6.2000000000000002,6.1999999999999993
433,14.433333333333334,0.5,6.2166666666666668,6.2166666666666686
434,14.466666666666667,0.5,6.2333333333333334,6.2333333333333343
435,14.5,0.5,6.25,6.25
436,14.533333333333333,0.5,6.2666666666666666,6.2666666666666657
437,14.566666666666666,0.5,6.2833333333333332,6.2833333333333314
438,14.6,0.5,6.2999999999999998,6.3000000000000007
439,14.633333333333333,0.5,6.3166666666666664,6.3166666666666664
440,14.666666666666666,0.5,6.333333333333333,6.3333333333333321
441,14.699999999999999,0.5,6.3499999999999996,6.3500000000000014
442,14.733333333333333,0.5,6.3666666666666663,6.3666666666666671
443,14.766666666666667,0.5,6.3833333333333337,6.3833333333333329
444,14.800000000000001,0.5,6.4000000000000004,6.3999999999999986
445,14.833333333333334,0.5,6.416666666666667,6.4166666666666679
446,14.866666666666667,0.5,6.4333333333333336,6.4333333333333336
447,14.9,0.5,6.4500000000000002,6.4499999999999993
448,14.933333333333334,0.5,6.4666666666666668,6.4666666666666686
449,14.966666666666667,0.5,6.4833333333333334,6.4833333333333343
450,15,0.5,6.5,6.5
451,15.033333333333333,0.5,6.5166666666666666,6.5166666666666657
452,15.066666666666666,0.5,6.5333333333333332,6.5333333333333314
453,15.1,0.5,6.5499999999999998,6.5500000000000007
454,15.133333333333333,0.5,6.5666666666666664,6.5666666666666664
455,15.166666666666666,0.5,6.583333333333333,6.5833333333333321
456,15.199999999999999,0.5,6.5999999999999996,6.6000000000000014
457,15.233333333333333,0.5,6.6166666666666663,6.6166666666666671
458,15.266666666666667,0.5,6.6333333333333337,6.6333333333333329
459,15.300000000000001,0.5,6.6500000000000004,6.6499999999999986
460,15.333333333333334,0.5,6.666666666666667,6.6666666666666679
461,15.366666666666667,0.5,6.6833333333333336,6.6833333333333336
462,15.4,0.5,6.7000000000000002,6.6999999999999993
463,15.433333333333334,0.5,6.7166666666666668,6.7166666666666686
464,15.466666666666667,0.5,6.7333333333333334,6.7333333333333343
465,15.5,0.5,6.75,6.75
466,15.533333333333333,0.5,6.7666666666666666,6.7666666666666657
467,15.566666666666666,0.5,6.7833333333333332,6.7833333333333314
468,15.6,0.5,6.7999999999999998,6.8000000000000007
469,15.633333333333333,0.5,6.8166666666666664,6.8166666666666664
470,15.666666666666666,0.5,6.833333333333333,6.8333333333333321
471,15.699999999999999,0.5,6.8499999999999996,6.8500000000000014
472,15.733333333333333,0.5,6.8666666666666663,6.8666666666666671
473,15.766666666666667,0.5,6.8833333333333337,6.8833333333333329
474,15.800000000000001,0.5,6.9000000000000004,6.8999999999999986
475,15.833333333333334,0.5,6.916666666666667,6.9166666666666679
476,15.866666666666667,0.5,6.9333333333333336,6.9333333333333336
477,15.9,0.5,6.9500000000000002,6.9499999999999993
478,15.933333333333334,0.5,6.9666666666666668,6.9666666666666686
479,15.966666666666667,0.5,6.9833333333333334,6.9833333333333343
480,16,0.5,7,7
481,16.033333333333335,0.5,7.0166666666666675,7.0166666666666657
482,16.066666666666666,0.5,7.0333333333333332,7.0333333333333314
483,16.100000000000001,0.5,7.0500000000000007,7.0500000000000007
